Item ID,Item Name,Description,Price,Category,Calories,Option 1 Name,Option 1 Additional Price,Option 2 Name,Option 2 Additional Price,Availability Status
217,Caesar Salad,Warm chocolate cake with a molten chocolate center,7.14,Beverage,643,Chicken Strips,2.18,Vanilla Ice Cream,2.88,Not Available
218,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",12.26,Beverage,422,,,,,Not Available
219,Veggie Burger,Creamy matcha tea blend with milk and ice,14.73,Beverage,790,Chicken Strips,2.46,,,Not Available
220,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",12.79,Main Course,739,Avocado,0.52,Avocado,0.52,Available
221,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,17.37,Beverage,347,,,Extra Cheese,0.79,Not Available
222,Veggie Burger,Warm chocolate cake with a molten chocolate center,13.77,Appetizer,204,,,Almond Milk,1.93,Available
223,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",10.6,Main Course,304,Almond Milk,1.19,,,Available
224,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",5.0,Appetizer,249,Avocado,1.38,Avocado,1.08,Available
225,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,7.99,Beverage,151,Extra Cheese,1.0,,,Not Available
226,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,13.15,Dessert,759,,,Vanilla Ice Cream,2.55,Not Available
227,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",17.54,Appetizer,374,,,Extra Cheese,1.59,Not Available
228,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,5.38,Dessert,718,Extra Cheese,1.71,Avocado,1.1,Available
229,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,19.25,Main Course,653,,,Vanilla Ice Cream,2.12,Not Available
230,Margherita Pizza,Creamy matcha tea blend with milk and ice,14.97,Main Course,217,Vanilla Ice Cream,0.88,Vanilla Ice Cream,2.75,Available
231,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",10.89,Beverage,507,Vanilla Ice Cream,2.63,,,Available
232,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,17.62,Main Course,422,,,,,Not Available
233,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",6.04,Main Course,570,,,,,Available
234,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,17.66,Beverage,342,Extra Cheese,1.31,,,Available
235,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",17.6,Dessert,590,,,,,Available
236,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",9.36,Appetizer,605,Almond Milk,2.04,,,Not Available
237,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,18.75,Appetizer,430,Almond Milk,2.5,,,Available
238,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",6.09,Main Course,375,,,Almond Milk,1.99,Available
239,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",11.76,Dessert,387,,,Chicken Strips,2.11,Not Available
240,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,6.87,Main Course,597,,,,,Available
241,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,5.85,Main Course,448,,,Extra Cheese,2.31,Available
242,Caesar Salad,Warm chocolate cake with a molten chocolate center,8.08,Dessert,538,,,,,Available
243,Caesar Salad,Warm chocolate cake with a molten chocolate center,15.04,Beverage,450,,,Almond Milk,1.67,Not Available
244,Veggie Burger,Warm chocolate cake with a molten chocolate center,12.57,Beverage,424,,,Extra Cheese,1.43,Not Available
245,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,6.83,Beverage,112,Chicken Strips,0.81,,,Not Available
246,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",8.03,Appetizer,717,Almond Milk,2.58,Almond Milk,2.02,Not Available
247,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",17.56,Dessert,148,,,Almond Milk,2.89,Not Available
248,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",12.06,Appetizer,540,,,,,Available
249,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",14.46,Main Course,745,,,,,Available
250,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,15.23,Main Course,707,,,,,Available
251,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",19.96,Beverage,418,,,,,Available
252,Caesar Salad,Creamy matcha tea blend with milk and ice,7.31,Main Course,687,,,Extra Cheese,1.92,Available
253,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,12.48,Dessert,462,Vanilla Ice Cream,0.71,,,Available
254,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",19.46,Main Course,329,Extra Cheese,2.3,Vanilla Ice Cream,1.13,Available
255,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,10.5,Main Course,561,,,Almond Milk,2.33,Available
256,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",18.1,Beverage,555,Extra Cheese,0.52,Extra Cheese,2.87,Available
257,Caesar Salad,Creamy matcha tea blend with milk and ice,12.17,Appetizer,679,,,,,Available
258,Veggie Burger,Creamy matcha tea blend with milk and ice,11.18,Beverage,607,Almond Milk,1.14,Extra Cheese,2.8,Not Available
259,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,19.51,Main Course,567,Avocado,1.26,Almond Milk,2.25,Not Available
260,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,18.02,Appetizer,800,,,,,Not Available
261,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",16.54,Appetizer,568,,,Avocado,2.33,Not Available
262,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,6.73,Main Course,751,,,Vanilla Ice Cream,2.13,Not Available
263,Margherita Pizza,Creamy matcha tea blend with milk and ice,14.17,Appetizer,512,,,Avocado,0.74,Not Available
264,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,19.65,Beverage,623,Almond Milk,2.23,,,Not Available
265,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",10.75,Beverage,628,,,Vanilla Ice Cream,1.62,Not Available
266,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,12.27,Beverage,388,Almond Milk,2.88,,,Not Available
267,Veggie Burger,Warm chocolate cake with a molten chocolate center,7.23,Main Course,303,Avocado,2.44,Avocado,2.2,Not Available
268,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",18.93,Beverage,250,Chicken Strips,2.54,,,Not Available
269,Veggie Burger,Warm chocolate cake with a molten chocolate center,6.6,Appetizer,725,Almond Milk,1.9,Chicken Strips,0.86,Available
270,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",6.03,Dessert,230,,,,,Available
271,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",18.68,Main Course,325,Extra Cheese,1.16,Avocado,1.61,Available
272,Caesar Salad,Warm chocolate cake with a molten chocolate center,17.71,Main Course,626,Vanilla Ice Cream,2.6,,,Available
273,Veggie Burger,Warm chocolate cake with a molten chocolate center,14.46,Main Course,491,,,,,Not Available
274,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,12.84,Appetizer,522,Extra Cheese,0.77,Avocado,1.84,Available
275,Veggie Burger,Warm chocolate cake with a molten chocolate center,5.95,Dessert,631,,,,,Not Available
276,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,16.2,Beverage,771,Almond Milk,2.91,,,Available
277,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,12.18,Main Course,204,Vanilla Ice Cream,1.22,,,Available
278,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",16.87,Appetizer,423,Chicken Strips,2.73,Almond Milk,0.7,Available
279,Veggie Burger,Warm chocolate cake with a molten chocolate center,14.11,Beverage,747,,,,,Not Available
280,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,10.01,Main Course,173,Extra Cheese,2.06,Extra Cheese,1.37,Available
281,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",13.12,Beverage,669,Chicken Strips,2.55,Extra Cheese,2.99,Not Available
282,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",8.81,Beverage,620,,,Almond Milk,1.34,Not Available
283,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,11.77,Beverage,773,,,Vanilla Ice Cream,1.6,Not Available
284,Margherita Pizza,Warm chocolate cake with a molten chocolate center,13.49,Appetizer,476,Avocado,1.63,,,Not Available
285,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",19.19,Beverage,217,,,,,Not Available
286,Veggie Burger,Warm chocolate cake with a molten chocolate center,14.1,Dessert,410,,,Extra Cheese,0.76,Available
287,Margherita Pizza,Warm chocolate cake with a molten chocolate center,9.43,Main Course,426,,,,,Available
288,Veggie Burger,Creamy matcha tea blend with milk and ice,5.85,Main Course,640,,,,,Available
289,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",8.73,Main Course,362,,,Almond Milk,2.0,Not Available
290,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,8.67,Appetizer,543,,,,,Available
291,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,18.58,Main Course,726,Almond Milk,1.71,Almond Milk,2.39,Available
292,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",12.91,Appetizer,562,Almond Milk,0.9,Chicken Strips,2.35,Available
293,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,10.7,Main Course,368,,,Extra Cheese,1.09,Not Available
294,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",13.23,Appetizer,690,,,Almond Milk,0.61,Available
295,Veggie Burger,Warm chocolate cake with a molten chocolate center,7.5,Main Course,545,,,,,Not Available
296,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,7.18,Appetizer,328,,,,,Available
297,Margherita Pizza,Creamy matcha tea blend with milk and ice,5.97,Dessert,582,Almond Milk,2.54,Chicken Strips,0.52,Not Available
298,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",9.37,Main Course,442,,,,,Available
299,Caesar Salad,Warm chocolate cake with a molten chocolate center,7.96,Main Course,229,,,,,Not Available
300,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",12.96,Appetizer,249,Extra Cheese,0.81,Vanilla Ice Cream,2.5,Available
301,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,16.99,Main Course,474,Almond Milk,2.85,Chicken Strips,0.65,Available
302,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,14.22,Main Course,747,Extra Cheese,2.58,Extra Cheese,1.18,Available
303,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",17.99,Appetizer,120,Avocado,1.21,,,Available
304,Caesar Salad,Warm chocolate cake with a molten chocolate center,6.58,Main Course,277,Almond Milk,0.96,,,Not Available
305,Margherita Pizza,Warm chocolate cake with a molten chocolate center,15.18,Dessert,172,,,,,Available
306,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,8.42,Main Course,428,,,Vanilla Ice Cream,1.66,Available
307,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",10.39,Main Course,506,,,,,Not Available
308,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,14.1,Appetizer,714,Avocado,2.17,Almond Milk,2.6,Available
309,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,16.08,Main Course,576,Vanilla Ice Cream,2.92,Extra Cheese,0.54,Available
310,Veggie Burger,Creamy matcha tea blend with milk and ice,5.37,Main Course,750,,,Extra Cheese,1.13,Not Available
311,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,19.75,Dessert,641,Avocado,2.68,,,Not Available
312,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",15.72,Beverage,242,,,,,Available
313,Caesar Salad,Warm chocolate cake with a molten chocolate center,12.93,Appetizer,206,Vanilla Ice Cream,0.54,Chicken Strips,1.79,Available
314,Margherita Pizza,Creamy matcha tea blend with milk and ice,15.32,Appetizer,502,Almond Milk,0.93,,,Not Available
315,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,19.68,Main Course,587,,,Almond Milk,2.69,Not Available
316,Veggie Burger,Creamy matcha tea blend with milk and ice,14.62,Main Course,767,,,Chicken Strips,1.41,Not Available
317,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,16.55,Dessert,314,Vanilla Ice Cream,2.54,,,Available
318,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,15.35,Appetizer,399,,,,,Available
319,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",11.87,Main Course,367,,,,,Available
320,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",8.5,Main Course,186,Almond Milk,2.36,,,Not Available
321,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",11.91,Appetizer,326,,,Vanilla Ice Cream,2.57,Available
322,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",19.05,Main Course,719,,,,,Available
323,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,15.75,Dessert,232,,,Almond Milk,1.21,Available
324,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,14.58,Main Course,258,Chicken Strips,2.93,,,Not Available
325,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",12.45,Main Course,181,Vanilla Ice Cream,2.54,Avocado,1.14,Available
326,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",15.5,Beverage,104,,,,,Available
327,Margherita Pizza,Creamy matcha tea blend with milk and ice,6.28,Main Course,407,Extra Cheese,1.98,Extra Cheese,1.44,Not Available
328,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,12.72,Main Course,312,,,Chicken Strips,0.79,Available
329,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,11.2,Dessert,375,Extra Cheese,2.25,,,Not Available
330,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",9.93,Main Course,278,Avocado,0.95,,,Available
331,Veggie Burger,Warm chocolate cake with a molten chocolate center,16.7,Beverage,419,Chicken Strips,1.59,Chicken Strips,2.3,Available
332,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,12.64,Dessert,487,Vanilla Ice Cream,0.8,,,Not Available
333,Caesar Salad,Creamy matcha tea blend with milk and ice,17.7,Main Course,700,,,,,Available
334,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,11.51,Dessert,464,,,Extra Cheese,2.15,Not Available
335,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,17.7,Appetizer,404,Chicken Strips,2.61,,,Not Available
336,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,15.73,Appetizer,492,,,,,Available
337,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,12.18,Beverage,312,,,,,Not Available
338,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,7.91,Beverage,475,,,Avocado,1.43,Not Available
339,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,14.04,Dessert,602,Almond Milk,1.91,Extra Cheese,0.5,Available
340,Margherita Pizza,Creamy matcha tea blend with milk and ice,8.45,Main Course,623,Vanilla Ice Cream,1.24,Extra Cheese,2.68,Not Available
341,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",6.28,Dessert,391,,,Chicken Strips,2.72,Available
342,Caesar Salad,Creamy matcha tea blend with milk and ice,5.37,Main Course,449,,,,,Available
343,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,8.33,Main Course,227,Almond Milk,1.54,Extra Cheese,1.58,Not Available
344,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,11.03,Dessert,272,,,Chicken Strips,2.12,Not Available
345,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",18.52,Dessert,685,Avocado,0.56,,,Available
346,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",15.36,Beverage,224,,,,,Available
347,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",8.8,Main Course,436,,,,,Not Available
348,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",14.17,Main Course,419,,,,,Not Available
349,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,8.72,Dessert,507,,,Extra Cheese,0.81,Not Available
350,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",5.43,Beverage,474,,,Vanilla Ice Cream,1.0,Not Available
351,Veggie Burger,Creamy matcha tea blend with milk and ice,9.45,Appetizer,666,Chicken Strips,2.14,Avocado,1.63,Not Available
352,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",14.78,Main Course,611,Extra Cheese,0.83,Vanilla Ice Cream,2.63,Available
353,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",16.93,Beverage,754,Vanilla Ice Cream,1.97,,,Available
354,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",7.85,Beverage,584,Vanilla Ice Cream,1.46,,,Not Available
355,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",6.49,Main Course,661,Almond Milk,1.8,,,Not Available
356,Caesar Salad,Warm chocolate cake with a molten chocolate center,12.56,Beverage,189,,,Avocado,1.0,Not Available
357,Veggie Burger,Creamy matcha tea blend with milk and ice,16.97,Main Course,117,,,,,Not Available
358,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",14.4,Dessert,275,,,,,Not Available
359,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,16.75,Main Course,121,Vanilla Ice Cream,1.5,,,Not Available
360,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",5.87,Beverage,780,Vanilla Ice Cream,2.19,,,Not Available
361,Veggie Burger,Warm chocolate cake with a molten chocolate center,10.06,Main Course,431,Chicken Strips,1.03,Avocado,1.52,Available
362,Veggie Burger,Creamy matcha tea blend with milk and ice,18.82,Beverage,372,,,,,Not Available
363,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,13.19,Beverage,599,Almond Milk,0.78,Vanilla Ice Cream,0.66,Available
364,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",15.33,Appetizer,101,,,Extra Cheese,0.92,Available
365,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,10.99,Main Course,295,Extra Cheese,2.7,,,Not Available
366,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",12.4,Main Course,358,Chicken Strips,1.56,,,Not Available
367,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",7.34,Beverage,554,Avocado,1.7,Extra Cheese,1.99,Not Available
368,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",12.91,Dessert,783,Avocado,2.89,Extra Cheese,2.51,Not Available
369,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,9.19,Appetizer,693,,,,,Available
370,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,14.33,Main Course,197,Extra Cheese,2.0,,,Available
371,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",12.64,Dessert,312,Almond Milk,1.57,,,Not Available
372,Caesar Salad,Warm chocolate cake with a molten chocolate center,18.98,Appetizer,735,Extra Cheese,0.87,Extra Cheese,2.03,Available
373,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",11.65,Beverage,443,,,,,Available
374,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",14.06,Beverage,283,Almond Milk,2.58,Avocado,0.53,Not Available
375,Caesar Salad,Creamy matcha tea blend with milk and ice,12.38,Appetizer,534,,,Avocado,2.38,Not Available
376,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,11.34,Main Course,339,Avocado,1.12,,,Available
377,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",18.54,Appetizer,290,,,Extra Cheese,0.8,Available
378,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,7.66,Beverage,125,Almond Milk,2.77,,,Not Available
379,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,17.17,Appetizer,105,Chicken Strips,1.65,Vanilla Ice Cream,2.97,Available
380,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,5.33,Appetizer,684,,,,,Not Available
381,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",15.99,Appetizer,617,,,Almond Milk,1.53,Not Available
382,Veggie Burger,Creamy matcha tea blend with milk and ice,14.29,Main Course,501,Chicken Strips,1.41,,,Available
383,Veggie Burger,Warm chocolate cake with a molten chocolate center,12.57,Beverage,515,,,Extra Cheese,2.57,Available
384,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",16.06,Dessert,520,,,,,Available
385,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",10.16,Dessert,543,,,Almond Milk,2.62,Not Available
386,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,9.39,Main Course,722,Avocado,0.76,,,Not Available
387,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,15.69,Beverage,603,,,,,Available
388,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,15.91,Beverage,549,Avocado,1.28,Chicken Strips,1.78,Available
389,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",19.39,Main Course,540,,,,,Not Available
390,Caesar Salad,Warm chocolate cake with a molten chocolate center,9.59,Main Course,379,Avocado,1.94,Avocado,0.65,Available
391,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,6.45,Appetizer,444,Vanilla Ice Cream,2.11,,,Available
392,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,9.94,Main Course,491,Almond Milk,0.64,,,Not Available
393,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",8.08,Main Course,309,Avocado,1.05,,,Not Available
394,Caesar Salad,Warm chocolate cake with a molten chocolate center,5.78,Beverage,645,,,Almond Milk,2.64,Available
395,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",14.75,Main Course,189,,,Extra Cheese,2.27,Not Available
396,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",18.84,Beverage,389,,,Chicken Strips,0.83,Not Available
397,Margherita Pizza,Creamy matcha tea blend with milk and ice,16.34,Main Course,329,,,Avocado,0.99,Available
398,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",11.38,Dessert,562,,,,,Not Available
399,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",13.64,Main Course,427,,,Vanilla Ice Cream,0.61,Not Available
400,Caesar Salad,Creamy matcha tea blend with milk and ice,14.13,Beverage,164,Chicken Strips,2.15,,,Not Available
401,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,6.69,Beverage,416,,,,,Available
402,Caesar Salad,Creamy matcha tea blend with milk and ice,18.6,Main Course,230,,,,,Not Available
403,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,14.79,Main Course,579,Extra Cheese,1.75,Chicken Strips,1.55,Not Available
404,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",7.47,Appetizer,523,Avocado,1.68,Vanilla Ice Cream,2.37,Available
405,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,10.58,Main Course,425,,,Avocado,1.78,Not Available
406,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",15.23,Appetizer,773,,,,,Not Available
407,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",6.58,Main Course,139,Extra Cheese,2.74,Extra Cheese,2.32,Available
408,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,13.24,Beverage,561,Chicken Strips,1.61,,,Not Available
409,Veggie Burger,Warm chocolate cake with a molten chocolate center,16.22,Main Course,263,Extra Cheese,0.63,,,Not Available
410,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,10.06,Main Course,288,,,Chicken Strips,2.87,Not Available
411,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,17.38,Main Course,513,,,,,Available
412,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,10.35,Appetizer,394,,,,,Not Available
413,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",17.26,Main Course,393,,,,,Not Available
414,Veggie Burger,Creamy matcha tea blend with milk and ice,6.7,Beverage,183,Extra Cheese,1.17,Almond Milk,2.68,Available
415,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",14.82,Main Course,286,Vanilla Ice Cream,2.75,,,Not Available
416,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,10.41,Appetizer,277,,,Avocado,1.57,Available
417,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",15.5,Main Course,563,Vanilla Ice Cream,2.67,,,Available
418,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,5.59,Main Course,613,,,Vanilla Ice Cream,2.41,Available
419,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,15.07,Appetizer,188,,,Almond Milk,2.11,Not Available
420,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",14.3,Appetizer,490,,,Chicken Strips,1.25,Available
421,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,14.08,Dessert,525,Avocado,1.26,,,Available
422,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",13.92,Appetizer,520,,,Avocado,1.72,Not Available
423,Margherita Pizza,Creamy matcha tea blend with milk and ice,18.1,Main Course,314,,,Almond Milk,0.9,Not Available
424,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,16.09,Main Course,674,Extra Cheese,2.61,,,Available
425,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",7.96,Main Course,473,Avocado,0.78,Extra Cheese,1.89,Available
426,Caesar Salad,Warm chocolate cake with a molten chocolate center,5.08,Beverage,497,,,Vanilla Ice Cream,2.85,Not Available
427,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",19.97,Dessert,537,Almond Milk,2.84,Avocado,1.0,Available
428,Caesar Salad,Creamy matcha tea blend with milk and ice,7.82,Main Course,195,,,,,Not Available
429,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,17.42,Appetizer,640,,,,,Available
430,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",6.3,Main Course,527,Almond Milk,1.52,Extra Cheese,0.58,Not Available
431,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,11.53,Main Course,543,Extra Cheese,0.62,Almond Milk,1.59,Available
432,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,12.89,Main Course,423,Avocado,2.07,,,Available
433,Veggie Burger,Creamy matcha tea blend with milk and ice,13.64,Main Course,353,,,Vanilla Ice Cream,1.46,Available
434,Veggie Burger,Creamy matcha tea blend with milk and ice,8.73,Main Course,741,Extra Cheese,2.2,Vanilla Ice Cream,0.83,Available
435,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",15.4,Appetizer,265,Vanilla Ice Cream,1.01,,,Not Available
436,Margherita Pizza,Warm chocolate cake with a molten chocolate center,8.4,Beverage,728,Chicken Strips,2.97,,,Available
